철도운영기관명,선명,역명,역간거리
서울교통공사,8호선,암사역사공원,3.5
서울교통공사,8호선,암사,1.4
서울교통공사,8호선,천호(풍납토성),1.3
서울교통공사,8호선,강동구청,0.9
서울교통공사,8호선,몽촌토성(평화의문),1.6
서울교통공사,8호선,잠실(송파구청),0.8
서울교통공사,8호선,석촌,1.3
서울교통공사,8호선,송파,0.9
서울교통공사,8호선,가락시장,0.8
서울교통공사,8호선,문정,0.9
서울교통공사,8호선,장지,0.9
서울교통공사,8호선,복정,0.9
서울교통공사,8호선,남위례,1.4
서울교통공사,8호선,산성,1.3
서울교통공사,8호선,남한산성입구(성남법원.검찰청),1.3
서울교통공사,8호선,단대오거리,0.8
서울교통공사,8호선,신흥,0.8
서울교통공사,8호선,수진,0.8
서울교통공사,8호선,모란,1
